ra,dec,u,g,r,i,z,class,redshift,plate,mjd,fiberid
152.581463416164,19.4313548692658,18.30738,17.34678,16.97063,16.81723,16.76347,STAR,8.303102e-05,9568,57815,409
340.570177545516,1.56230209174378,19.09659,18.76143,18.49755,18.58061,18.44262,QSO,0.845508,9171,58068,517
129.501267428496,3.77228602923837,18.13436,16.4183,15.61113,15.17904,14.83585,GALAXY,0.02889061,1186,52646,3
119.09117845572,39.98200594222,19.18919,18.59322,18.53379,18.46935,18.26086,QSO,2.296247,5944,56220,284
128.639375413796,22.3546850821047,19.48601,18.52379,17.7876,17.50173,17.42182,GALAXY,0.200689,1929,53349,156
226.225046536406,44.8058547749309,18.88322,17.75448,17.29257,17.08128,16.98397,STAR,-0.000491386,3390,54945,347
241.615936279846,36.1831179859034,17.6526,16.13642,15.50014,15.21836,15.08972,STAR,-0.0007891667,3478,55008,72
162.704669741844,22.1114748781432,18.81701,17.58083,17.02033,16.64667,16.44152,GALAXY,0.06736444,2481,54086,48
347.073186809144,0.743754077416533,19.55038,17.65075,16.71169,16.27251,15.91865,GALAXY,0.07013974,4208,55476,878
211.419151128411,48.0144711393932,19.49042,19.20122,19.08416,18.79374,18.64649,QSO,1.732051,6750,56367,842
207.986206623723,21.0831830503625,18.67337,17.7894,17.49143,17.39639,17.35737,STAR,0.0002536057,2770,54510,359
226.899488630054,-1.43557610806597,17.76861,16.53708,16.4774,16.50348,16.52706,STAR,-0.0003800318,922,52426,571
347.274854267811,19.4823590029839,19.29878,17.89324,17.45339,17.27081,17.15701,STAR,-0.001069951,7611,56946,759
101.246232238252,38.0809937302091,17.49504,16.31466,15.93105,15.78815,15.73372,STAR,-4.627456e-05,2682,54401,505
101.845125221675,38.3524314745021,18.68032,16.91242,16.15128,15.86371,15.69203,STAR,-6.286427e-05,2682,54401,528
53.605202941756,0.839904416952628,19.54103,17.34421,16.52269,16.24028,16.11092,STAR,7.828889e-05,1517,52934,453
220.89585569575,28.2992823175942,18.95873,17.39935,16.58736,16.1711,15.89025,GALAXY,0.1253513,2141,53764,296
220.272692096612,55.0340421975092,19.51566,18.50363,18.47517,18.53832,18.57066,STAR,-0.0002319925,3296,54909,14
261.272023990725,36.4392039202242,18.71752,17.09335,16.40921,16.08185,15.93252,STAR,-0.0001620323,3292,54943,451
278.936043266734,21.9861526546337,18.60747,17.26507,16.92157,16.81367,16.79658,STAR,-0.0003096422,2534,53917,632
207.364055308465,27.8311384820794,17.37406,16.08926,15.55311,15.29048,15.07816,GALAXY,0.02734742,2114,53848,495
209.280017990031,27.5079432991499,17.70478,15.77624,14.88347,14.45634,14.15892,GALAXY,0.06278235,2120,53852,266
171.748598242335,66.9115870134964,17.3981,15.39998,14.68468,14.43916,14.31097,STAR,-4.812133e-05,2858,54498,177
329.741467303237,44.9085367039443,18.78579,17.45472,16.90417,16.63577,16.46572,STAR,-2.827867e-05,2556,54000,178
212.131845311064,47.8580269381687,18.60332,17.70535,17.44789,17.38593,17.41084,STAR,2.026203e-05,1286,52725,404
325.190778938423,74.6240822105061,16.61563,14.39084,13.45337,16.24461,12.93124,STAR,-0.0001080749,2538,54271,567
172.459110952681,38.9443809209544,18.81016,18.70766,18.69223,18.68359,18.67927,QSO,1.412308,1996,53436,57
126.183398784374,33.3024789430886,19.58869,18.58965,18.09711,17.76965,17.57721,GALAXY,0.08241136,862,52325,34
228.955915675303,29.7373702444567,18.40401,17.0825,16.45004,16.09702,15.86336,GALAXY,0.08542426,1845,54144,609
125.065401856908,49.6817368254183,18.62236,16.90629,16.11058,15.70154,15.39523,GALAXY,0.05339001,440,51885,619
33.0069735584417,-4.05202606744823,16.51655,15.62138,15.36029,15.28789,15.25077,STAR,5.699746e-06,7237,56662,596
134.248908398977,32.2117906572549,18.95985,18.03237,17.69533,17.57334,17.51155,STAR,-0.0003110488,5184,56352,712
175.066845961193,35.3259974225557,19.14018,17.98877,17.30785,16.96657,16.76162,GALAXY,0.1260484,2012,53493,149
112.202477158482,41.1172775594345,18.3877,17.23797,16.92446,16.82052,16.79346,STAR,-2.309708e-05,2683,54153,399
35.5998621383698,0.893989033618512,19.45215,18.02869,17.2758,16.81042,16.55099,GALAXY,0.1286747,406,51876,371
110.897054947873,43.0527662568202,19.54041,18.00089,16.97682,16.47266,16.13197,GALAXY,0.1581645,1865,53312,300
240.942248749267,41.491744061342,18.91717,17.98333,17.72143,17.6155,17.62354,STAR,-0.0002626755,8528,57896,350
243.238402712989,39.6560017112703,17.9086,16.9352,16.62883,16.53046,16.49461,STAR,-0.0003882041,1336,52759,475
211.11076419668,43.5954359070117,18.98923,18.11316,17.76312,17.62626,17.56325,STAR,-0.0004405252,8503,57519,576
216.149891690411,42.1751272753697,17.94968,17.49048,17.49306,17.3959,17.18486,QSO,2.212808,6060,56074,430
4.89411766946388,-10.8694049665356,19.09275,17.57862,17.01339,16.82848,16.70272,STAR,-3.127849e-06,1912,53293,299
17.1694153227955,-10.7395219664532,18.68572,17.7391,17.37544,17.25209,17.248,STAR,-0.0001889642,3109,54833,14
241.172724043064,15.4372492878195,19.36365,17.61691,16.83905,16.34444,15.91366,STAR,-0.0001670978,2197,53555,211
125.519318734094,37.5481429200112,19.00146,17.57826,17.07176,16.90046,16.84247,STAR,-0.0002079174,2670,54115,67
196.821911675021,0.544880601217319,17.13668,15.52284,14.99057,14.82392,14.77651,STAR,-5.539058e-05,2901,54652,344
193.415345030022,60.1301890027179,18.28663,17.37364,17.10524,17.01602,16.98618,STAR,-0.0004066677,2446,54571,506
192.809185052345,60.0155436507532,16.68503,15.07867,14.42098,14.19181,14.07921,STAR,-0.0001190096,2446,54571,484
199.428570195029,59.5035095697678,19.44169,18.5474,18.29015,18.20256,18.27812,STAR,-0.0009403084,3237,54883,599
119.848335362856,-0.404753420552088,18.75009,17.64128,17.29883,17.16996,17.11762,STAR,0.0002714935,7451,56739,319
25.3862992209943,0.984231598542326,18.65454,17.30577,16.83956,16.69032,16.61331,STAR,-3.234664e-05,1077,52644,380
205.357425245861,24.4454223247033,18.10886,17.22272,16.90963,16.79123,16.74309,STAR,-2.210686e-05,5998,56087,901
248.329506298132,30.8476471937808,17.07193,15.87022,15.92564,16.01737,16.12298,STAR,-0.0003103564,1685,53463,554
203.809662026717,41.1251444140537,19.44579,18.28369,17.57546,17.19144,16.93102,GALAXY,0.1697423,1464,53091,497
350.133440497222,0.799792590496036,18.4928,17.34481,16.63343,16.19507,15.91353,GALAXY,0.06836533,383,51818,335
351.054589361462,0.686133758040067,18.79705,17.12481,16.40497,16.12868,15.99781,STAR,-0.0001730443,383,51818,469
13.418408098411,19.3580857546732,18.91395,17.91905,17.56515,17.4654,17.43113,STAR,-0.0007729916,7623,56901,552
124.670323072074,2.61013774357946,19.30577,17.41984,16.4593,16.02552,15.69324,GALAXY,0.09099066,4787,55863,939
193.670929821784,50.9043304873741,16.69575,15.42549,14.94046,14.74788,14.68135,STAR,-0.0001007756,2898,54567,575
227.628989212529,-1.30645880083909,18.81812,18.44372,18.24996,18.0145,17.90761,QSO,1.856164,923,52404,333
267.578977983601,25.4278149870996,18.52971,17.57927,17.29726,17.19972,17.12515,STAR,-0.0003828999,2183,53536,589
180.636220906568,22.5689912642338,18.80828,17.83453,17.54716,17.45362,17.42945,STAR,0.0007729566,2643,54208,517
322.072959729267,11.245134450214,19.0514,17.89594,17.35304,16.93455,16.70398,GALAXY,0.09561933,730,52466,519
132.338738911833,4.04608158969418,19.4882,17.64989,16.69789,16.25556,15.91447,GALAXY,0.07464613,1190,52670,244
184.886406130291,54.5809289648535,18.77424,17.22705,16.33456,15.93312,15.6152,GALAXY,0.1178057,1019,52707,169
153.085288135038,50.0061873270467,18.99692,18.00012,17.55031,17.24866,17.05125,GALAXY,0.04986177,1007,52706,168
259.532707809266,64.0211410117647,17.8264,16.52453,16.00764,15.78557,15.68758,STAR,-0.0005214697,2551,54552,317
250.047490986401,36.5887118170271,17.3556,16.11243,16.28781,16.42525,16.51315,STAR,-0.0003171454,2174,53521,380
175.010054155438,7.40576697665079,18.56016,17.52552,16.99465,16.64479,16.4359,GALAXY,0.10986,1619,53084,637
146.231518067583,15.9544308153859,19.46167,16.82114,15.39171,14.84046,14.57192,STAR,-6.2212e-05,2581,54085,581
238.012394312953,25.6652834178795,18.84908,17.43429,16.75029,16.37388,16.12434,GALAXY,0.06973255,1850,53786,590
216.666399662919,33.0541744661791,18.47926,17.58887,17.29557,17.04399,16.93052,GALAXY,0.06362057,1840,53472,62
352.569854935999,49.4794248303605,17.51584,16.30976,15.89239,15.74948,15.70905,STAR,-0.0002086477,1888,53239,437
237.643520847943,10.7637615897749,18.94124,18.03001,17.66418,17.53177,17.4558,STAR,0.0004990774,4882,55721,452
250.178775262324,31.2929670398097,16.79808,17.0765,17.4786,17.68694,17.88177,STAR,-0.000928812,1341,52786,278
227.258616123146,-1.73176541935809,17.10605,16.51271,16.37359,16.32789,16.33831,STAR,-0.000179003,923,52404,358
131.211195285691,23.8531544504206,18.91361,17.54609,17.01225,16.80144,16.7521,STAR,-0.0001130935,3373,54940,614
187.465729902533,35.3249920625156,18.66475,18.34975,18.20611,17.94768,17.85114,QSO,1.821434,10247,58162,716
241.301038100714,18.8806452833459,19.27523,18.03509,17.49529,17.28007,17.16008,STAR,-0.0001734731,3289,54910,414
215.767298698965,52.7750467995118,18.78838,18.72247,18.50377,18.62012,18.58778,QSO,0.9978867,7339,56722,23
202.059401268751,66.4182013384184,16.61338,15.64234,15.26365,15.12885,15.09137,STAR,-0.0004067353,2445,54573,198
124.285655417722,4.14344660542365,18.15868,16.82936,16.11033,15.76341,15.47473,GALAXY,0.07486749,1184,52641,364
200.771771295754,33.2680641770529,19.55889,18.79963,18.53901,18.16933,18.15916,GALAXY,0.07827451,2112,53534,475
355.955040293039,44.1556420023071,18.82153,17.15611,16.50022,16.27854,16.1635,STAR,-0.0003230427,1884,53228,443
112.652315518702,41.1523659795286,17.83493,15.93275,15.13937,14.85993,14.69875,STAR,-3.302964e-05,2683,54153,477
40.0356234695463,0.75004932847562,18.90595,17.64144,17.05984,16.99414,16.89764,STAR,-0.0001603772,1070,52591,459
358.107376402918,-7.56776088714814,19.45683,17.40302,16.36744,15.91192,15.52238,GALAXY,0.1104779,7146,56573,232
222.354101977331,27.7729282061705,17.81908,15.91309,15.04714,14.63271,14.27847,GALAXY,0.03143219,2142,54208,535
203.06197100643,41.6151196223029,18.5146,16.7332,15.89254,15.51606,15.19865,GALAXY,0.07710891,1464,53091,409
52.6133727067985,0.909389016509252,19.22435,18.81068,18.62966,18.41136,18.19442,QSO,0.4424604,414,51869,609
117.275041351119,33.3137106551903,19.06386,17.95422,17.51229,17.25294,19.74568,GALAXY,0.06250743,756,52577,245
137.403372762436,55.4760594309421,19.06081,18.80306,18.49446,18.41571,18.3329,QSO,1.356025,450,51908,554
189.644300744258,0.436903969294096,18.62179,17.61499,17.39365,17.31493,17.29084,STAR,0.000558957,2895,54567,544
198.304135599805,0.499820066053112,19.21928,17.74815,17.23098,17.06382,16.97427,STAR,-1.718484e-07,7456,56727,806
218.274603520021,29.1035394063016,18.26428,16.84336,16.26504,16.05497,15.91383,STAR,-0.0001166721,3384,54948,50
201.978807565643,59.2924873905924,17.7685,16.80376,16.42458,16.30039,16.26592,STAR,-0.0004038994,8212,58171,611
192.198350086386,60.1260641372956,19.55186,18.03228,17.44645,17.22182,17.13317,STAR,-0.0002966527,2446,54571,474
216.116160042847,2.78071465739729,19.55959,18.11357,17.49621,17.17414,16.91317,GALAXY,0.05158389,534,51997,527
5.5114181445649,-10.1864011871054,18.76863,17.38372,16.80529,16.5577,16.41136,STAR,-0.001066951,1912,53293,184
9.64253540855201,-10.0659060033983,17.79234,16.91484,16.61612,16.52512,16.48252,STAR,2.879807e-05,655,52162,262
130.311467601904,29.8398848637776,19.58408,19.19007,19.45913,19.69191,20.08962,STAR,-0.0001182677,1269,52937,190
208.17497220072,44.3077848810874,18.21316,17.22699,16.93433,16.80767,16.815,STAR,-0.0004423976,8380,57520,884
218.727743851018,14.6654324566069,19.47375,18.57944,18.27956,18.17483,18.14258,STAR,-0.000182188,5466,56033,143
84.2176857224391,4.92901596165996,14.64972,12.63574,12.1434,11.96598,13.13046,STAR,0.0002895463,2841,54451,284
19.0275944790954,-10.1400583664126,16.57314,15.23142,14.74261,14.55389,14.48639,STAR,-0.0001702194,2849,54454,125
240.425369806447,40.317689194602,17.83109,16.8297,16.48682,16.37812,16.34835,STAR,8.125575e-05,1054,52516,622
244.564718056222,37.0177386085222,18.28783,17.76214,17.83706,17.83127,17.5842,QSO,2.493167,5199,56067,302
182.322759382772,51.0856823214411,16.25991,15.18688,14.78294,14.62319,14.58427,STAR,0.0001612305,2894,54539,529
214.35835224677,30.6900026053142,18.66021,17.66872,17.31857,17.05548,16.97681,GALAXY,0.06752462,2129,54252,274
207.830613013951,32.1636887259245,19.44083,17.2858,16.2288,15.78841,15.41708,GALAXY,0.1116923,2117,54115,297
146.961279260457,16.4588291386942,17.01418,17.16889,17.63287,17.9414,18.25357,STAR,0.0005569757,5320,55999,662
123.336588451071,39.4530791976175,19.43455,18.34682,17.76722,17.38346,17.23506,GALAXY,0.1198587,759,52254,500
256.322717315539,31.0736967615253,19.49195,18.37447,17.56186,17.11993,16.84118,GALAXY,0.2238577,975,52411,414
213.151232916468,43.9935112714646,19.51702,17.59282,16.52638,16.08517,15.70466,GALAXY,0.133878,1394,53108,400
101.14025720095,38.0541827258077,17.6075,16.4271,16.01052,15.85645,15.79523,STAR,0.0001549028,2682,54401,507
108.670446041206,40.2685839990393,18.34665,17.22228,16.66732,16.43406,16.30251,STAR,7.25224e-05,2938,54526,601
199.939439975488,32.8754669066052,18.27449,17.01069,16.39594,16.0505,15.79158,GALAXY,0.0369225,2093,53818,66
224.964657798044,23.6039821963876,19.30477,18.07525,17.56482,17.22213,17.03471,GALAXY,0.09134264,2149,54509,49
213.438800057731,26.5508824790071,18.3357,16.52953,15.71124,15.32506,15.01625,GALAXY,0.06440192,6010,56097,726
146.317203877535,61.8935157315703,17.51626,16.16038,15.63381,15.40749,15.30375,STAR,-0.0008595382,2383,53800,162
177.386607145545,39.348908303323,19.09515,18.14658,17.84937,17.76287,17.75295,STAR,-0.0001464845,1970,53386,128
162.389270911476,6.74663341348798,19.38624,18.29574,17.78675,17.47678,17.27329,GALAXY,0.1175207,1001,52670,161
123.435235884918,37.4084650804372,17.0546,15.58986,15.0444,14.8733,14.79895,STAR,-0.0001041385,2670,54115,276
123.920927006945,38.0572291422142,19.51988,18.10638,17.56377,17.35304,17.236,STAR,-3.493226e-06,2670,54115,437
136.487597638865,46.6837057566531,17.50212,16.02096,15.37915,15.2255,15.08105,STAR,-3.680885e-05,898,52606,534
181.660627966853,35.1822106818305,19.40793,19.09081,19.12761,18.91265,18.9081,QSO,0.5584276,2089,53498,412
220.910736059078,40.6855682311199,19.56375,18.31328,17.62298,17.2253,17.02592,GALAXY,0.169769,1397,53119,267
253.487557643487,32.7874558990464,17.73768,16.63786,16.13458,15.68861,15.55608,GALAXY,0.07808524,1176,52791,456
159.484237034176,35.9309696269478,19.03284,17.08664,16.02332,15.57396,15.18448,GALAXY,0.1214853,2096,53446,500
253.976924372023,39.7740179062786,19.30846,18.14657,17.62123,17.41137,17.32355,STAR,-0.0004402932,2181,53524,411
42.2433301930612,33.6551353462621,18.88195,17.15847,16.33445,16.08377,15.97199,GALAXY,-6.288663e-05,3210,54876,410
124.754260523751,23.4004000774869,19.43931,18.0672,17.28502,16.84888,16.53641,GALAXY,0.0930144,1926,53317,335
152.746700146901,19.2222750242426,19.16295,18.05183,17.2841,16.88309,16.69348,GALAXY,0.1735061,2372,53768,599
152.21599685847,20.8693530432611,17.70601,15.9307,15.15408,14.83201,14.67406,STAR,-0.0002836825,3179,54830,472
121.969881243527,30.5963107870405,18.00844,16.14261,15.26032,14.82084,14.48173,GALAXY,0.0753201,860,52319,618
198.295088109445,0.426776375676315,18.84097,17.42277,16.88515,16.69957,16.61958,STAR,-1.988818e-05,7456,56727,810
105.520144512016,29.9726375914321,18.00085,16.77214,16.77225,16.88174,16.97354,STAR,0.0001213949,3206,54852,427
224.578277437559,41.035663777266,18.44441,17.15821,17.2993,17.42946,17.57413,STAR,-6.668014e-05,3406,54970,67
349.747156806026,18.5376896260226,19.23088,17.96239,17.82065,17.78402,17.82338,STAR,-0.0001108782,7607,56902,299
66.5182054319798,17.1206537697449,19.05087,16.49607,14.96787,13.62782,12.39726,STAR,8.571768e-05,1637,52992,492
218.614119851885,13.81838937304,19.19997,17.22195,16.20336,15.77357,15.38001,GALAXY,0.094112,2748,54234,298
206.61466413106,45.9242790465061,18.95918,17.09173,16.25019,15.83413,15.55686,GALAXY,0.06445618,1465,53082,516
137.509888483029,54.9859438110181,18.76479,17.83571,17.55636,17.44209,17.41666,STAR,-0.0006010775,450,51908,119
196.36207214013,7.66701604237133,19.32757,19.20759,19.16249,19.07652,18.86196,QSO,1.984419,1794,54504,594
202.91736151417,49.7802611969537,18.9226,18.20259,18.18943,18.11671,17.94447,QSO,2.397548,6738,56424,244
184.28204969196,7.62434703438481,14.50678,12.67902,11.74664,11.29956,10.91847,GALAXY,0.007589578,1624,53386,639
229.087656168271,29.7210816571265,19.01567,17.48527,16.70868,16.32631,16.01686,GALAXY,0.07852211,1845,54144,607
220.294728157102,40.8945752656974,17.75587,16.547,16.67694,16.7778,16.88097,STAR,-0.0005092606,3386,54952,330
206.315349389411,27.4381515500713,19.29195,19.1272,19.03992,18.76714,18.73874,QSO,1.882893,6006,56105,496
236.909258424546,25.2696943650052,18.50385,17.1682,16.52173,16.16185,15.88547,GALAXY,0.047718,1850,53786,339
233.276763666801,0.109775507336509,18.33835,17.92571,17.97934,17.73849,17.90012,QSO,0.5891979,315,51663,306
130.272068022226,53.2877089570379,17.61817,16.28063,15.74938,15.56705,15.4754,STAR,-0.0001038864,2316,53757,102
131.334912049387,54.212321842285,17.5081,15.84302,15.31513,15.13078,15.06095,STAR,-0.0002742266,2316,53757,592
130.660084174673,53.5868815167944,19.27827,19.32741,19.31249,19.0025,19.00464,QSO,1.880522,5156,55925,66
242.904825266974,37.6547050017673,19.3069,17.86614,17.28298,17.05059,16.93477,STAR,-2.609423e-05,3467,54999,26
120.07850010091,-0.337299181954913,19.247,17.76603,17.23602,17.06848,17.01554,STAR,-4.955852e-06,7451,56739,234
225.866244706375,30.0262619813004,19.20649,18.04293,17.55022,17.20693,17.02706,GALAXY,0.07233937,1844,54138,178
13.0100302157746,1.02479034476781,17.85868,17.38503,17.35282,17.28482,17.0417,QSO,2.269131,4224,55481,628
13.0149666688739,0.972859599260212,19.21015,18.30456,18.06206,17.9854,17.94908,STAR,-0.0009352969,3111,54800,404
14.1840109024378,0.935239391803774,19.51313,18.32642,17.90961,17.77626,17.71218,STAR,-8.772745e-06,395,51783,374
14.8437160787307,1.00280196477612,19.43963,18.5745,18.27908,18.19233,18.15489,STAR,-0.0007804183,3112,54802,443
16.7323203978188,1.00469681837192,17.71486,16.6951,16.45313,16.3476,16.33632,STAR,-0.0001345954,8789,57358,541
228.092652591068,20.8073711174471,19.19731,18.26143,17.89954,17.7613,17.68726,STAR,-0.0002954708,3956,55656,846
159.105956968684,22.0518786075431,19.50278,18.36922,17.84993,17.46337,17.31818,GALAXY,0.0637403,2367,53763,66
191.283226619504,29.5717723439777,17.77574,16.81755,16.48242,16.23804,16.09591,GALAXY,0.048276,2237,53828,78
197.033905178511,29.043351513113,18.88346,17.81349,17.52087,17.2847,17.25835,GALAXY,0.05866966,2009,53904,193
205.874566925679,28.0559328189444,18.19379,17.86921,17.33459,16.91922,16.77946,QSO,0.2275464,2017,53474,180
329.12841453227,45.3114369580549,17.62385,16.19475,15.56045,15.31109,15.17285,STAR,-4.882911e-05,2556,54000,430
178.056074150688,68.0521244967767,19.4133,18.33678,17.67662,17.26303,17.08852,GALAXY,0.2040912,492,51955,561
339.940358139014,10.8143181175284,18.56529,17.64078,17.24995,17.10404,17.04696,STAR,-0.0009713375,5054,56191,711
238.333498858008,25.4503390909633,18.53768,17.28884,16.65052,16.16036,15.9907,GALAXY,0.07064172,1850,53786,595
226.23542749222,30.8613013641556,19.11467,17.18143,16.20963,15.76253,15.43396,GALAXY,0.08728546,1844,54138,579
114.037653429732,38.8660452610367,19.38734,18.19435,17.67439,17.27521,17.0569,GALAXY,0.0814108,431,51877,444
356.056969864778,44.0052350279978,18.3229,17.23785,16.7028,16.46328,16.32938,STAR,-0.0005206278,1884,53228,535
134.085049931502,32.1493020865578,18.83933,17.84999,17.60367,17.5326,17.51576,STAR,-2.042269e-05,10238,58155,244
139.764888030424,35.0434173230737,17.88544,17.62443,17.32187,16.96349,16.91584,QSO,0.2115908,10243,58159,206
4.07268405111267,3.55281739653457,17.9297,17.0955,16.75965,16.63619,16.58196,STAR,2.584165e-05,9440,58072,815
172.765463850058,-8.85736424603706,17.07729,15.57531,15.04055,14.83585,14.7766,STAR,-5.467938e-06,2861,54583,50
140.705480423432,60.4905057988812,16.78778,15.35302,14.62824,14.22071,13.8997,GALAXY,0.03943169,485,51909,463
326.444040363845,11.7033128558281,19.5794,19.50262,19.81527,20.04052,20.25383,QSO,1.087601,733,52207,312
192.60219260222,50.8862270282991,16.59385,15.5535,15.26266,15.15736,15.17217,STAR,-5.011484e-05,2898,54567,448
128.866096230254,11.9481632886237,16.64456,15.42659,15.48948,15.5877,15.63534,STAR,0.0009382263,2426,53795,216
146.102053845747,16.2622531994012,19.51151,18.34569,17.95492,17.79579,17.74909,STAR,0.0006051806,2581,54085,524
149.579727988829,17.1372127181685,17.41477,16.25568,16.41209,16.61982,16.73728,STAR,0.0002318344,2585,54097,383
179.620295487526,52.5702442990958,18.42878,16.53056,15.63065,15.21092,14.8656,GALAXY,0.06644948,882,52370,477
189.578969307511,8.21869466468085,19.2869,19.36522,19.46114,19.1195,19.26209,QSO,1.824247,5407,55926,626
197.637580499894,50.483901845931,17.77522,16.51609,16.03635,15.85736,15.79818,STAR,1.123057e-05,3239,54888,611
190.170702974668,14.2357824832269,19.22676,17.92466,18.16374,18.35194,18.46638,STAR,0.0004717938,3255,54885,396
191.975969351927,14.0696747024076,18.18745,17.09756,16.65693,16.51115,16.49342,STAR,0.0001648015,3255,54885,593
233.663871351038,31.5959572339871,17.3051,15.40858,14.51289,14.0719,13.78283,GALAXY,0.06560035,1388,53119,548
241.19799932039,15.238947140799,19.29069,17.83566,17.04223,16.55228,16.26833,GALAXY,0.1194844,2524,54568,510
243.562079361362,17.7867064219604,18.15144,16.40328,15.81809,15.66088,15.60617,STAR,-0.0001137484,2177,54557,444
343.192858298526,13.8909048448616,17.79739,16.86239,16.57168,16.45486,16.40405,STAR,-0.0009850998,740,52263,36
140.068511610751,14.571489830601,19.5893,17.88998,17.107,16.84841,16.71297,STAR,2.527731e-05,3192,54829,234
172.113900127296,44.1329878400943,19.06639,18.24608,17.97045,17.8872,17.83624,STAR,-4.578489e-05,3215,54861,213
147.142569698932,63.6638121186557,19.44523,18.01997,17.22605,16.78284,16.44224,GALAXY,0.09862633,487,51943,339
352.144832306616,22.8994696177459,18.95208,17.98959,17.67957,17.56158,17.5182,STAR,-0.0009942182,7603,56960,617
