ra,dec,u,g,r,i,z,class,redshift,plate,mjd,fiberid
216.881323047505,-0.922428391275471,16.67291,14.77181,13.92512,13.52125,13.19177,GALAXY,0.03034461,306,51637,286
216.817425136874,-0.846993265562403,19.0734,17.97359,17.43204,17.0815,16.89786,GALAXY,0.09888055,305,51613,71
216.820671693713,-0.921231495716131,18.79421,16.76906,15.84059,15.38423,15.0123,GALAXY,0.05357988,305,51613,75
216.980742237539,-1.00817664138413,17.95699,16.92615,16.49777,16.35885,16.11845,GALAXY,0.02946364,305,51613,28
217.172537674593,-0.951215111054009,19.23084,18.09652,17.59279,17.23322,17.06779,GALAXY,0.05468533,305,51613,30
217.313118838901,-0.934072339163331,18.55262,16.65827,15.77131,15.38226,15.03346,GALAXY,0.06053828,305,51613,36
217.362220639566,-0.875014490603372,18.98405,17.18765,16.27945,15.86797,15.5207,GALAXY,0.1041929,306,51637,246
217.424939417023,-1.00324478234308,19.25578,18.06403,17.47745,17.11109,16.93732,GALAXY,0.08797427,306,51637,252
217.54542620271,-1.04101655881762,18.13594,16.34063,15.49986,15.0692,14.7437,GALAXY,0.03023978,4029,55618,672
217.547523405949,-1.0415186162953,18.74554,17.83612,17.54058,17.38932,17.30185,GALAXY,0.02985582,306,51637,249
217.558437573983,-0.842856165208199,19.50129,17.4714,16.47805,16.0424,15.69495,GALAXY,0.1041485,4025,55350,440
217.615268117302,-0.937453812932383,19.22286,18.47236,17.50524,17.17981,16.77985,QSO,0.3179209,306,51637,251
217.671154165935,-0.92629913033309,18.80728,17.59773,17.08965,16.7366,16.56378,GALAXY,0.0827344,306,51637,219
217.767347552784,-0.919104108834729,16.48281,15.05051,14.34756,13.95852,13.65043,GALAXY,0.02534833,4029,55618,744
217.979219397929,-0.95046560671707,19.16575,17.63908,16.85406,16.35433,16.04261,GALAXY,0.1217056,306,51637,130
218.080511865353,-0.885415472214118,19.52895,17.76423,16.68882,16.21433,15.84538,GALAXY,0.136939,306,51637,140
218.129106802398,-0.874700741748828,19.54209,19.30508,18.85174,18.6471,18.17288,QSO,0.3614295,306,51637,126
218.185164906579,-0.987535031758904,17.76193,17.54974,17.26841,17.25155,17.30999,QSO,1.024575,306,51637,137
218.258586632475,-0.873336455295265,17.66358,16.39391,16.53992,16.65924,16.71894,STAR,0.0001205468,919,52409,330
218.158039612689,-0.886056696939086,19.35377,18.55558,18.19881,17.87298,17.79498,GALAXY,0.1162567,306,51637,131
218.410729572485,-0.951052158133082,19.21073,17.82907,17.02684,16.56385,16.28215,GALAXY,0.1337491,306,51637,83
201.613720339579,64.4668037274018,18.60421,17.85486,17.72768,17.36627,17.48459,GALAXY,0.09176338,603,52056,486
201.474202670844,64.4229715351938,18.91655,17.74307,17.32446,17.0732,16.84031,GALAXY,0.0421388,603,52056,500
201.635045564827,64.4292451636728,19.53555,18.19226,17.56541,17.24056,16.95372,GALAXY,0.09157382,603,52056,494
202.628374656273,64.3410751482881,18.9615,18.75524,18.51313,18.43444,18.45589,QSO,1.335196,603,52056,511
202.388912783704,64.2943376510442,18.6513,17.3266,16.68465,16.26301,16.00866,GALAXY,0.08437092,603,52056,519
202.480666054149,64.3311877357461,19.17717,18.79114,18.75594,18.7341,18.41378,QSO,0.7708498,603,52056,520
202.751826841619,64.2527808180988,18.78368,17.38794,16.70653,16.32616,16.10625,GALAXY,0.08280478,603,52056,509
202.882972624639,64.2698319210556,18.07223,16.29062,15.44084,14.99275,14.61899,GALAXY,0.03387309,603,52056,541
203.066401162868,64.1156234585926,18.26447,18.39089,18.76283,19.03378,19.2206,STAR,-2.993703e-05,603,52056,118
203.048317510424,64.2369645744541,19.33381,18.12271,17.54272,17.21446,17.00393,GALAXY,0.08938575,603,52056,548
203.083651589436,64.1066888392691,18.72309,17.69839,17.3565,17.0864,16.95024,GALAXY,0.06772679,604,52079,331
203.418096593852,64.1076007499627,18.12694,17.87771,18.07373,18.24532,18.53734,STAR,-0.0007567131,603,52056,112
203.338573970327,64.0712673176824,19.05838,17.8657,17.29203,16.98662,16.739,GALAXY,0.03373345,604,52079,338
203.403871695219,64.0771716755832,18.49882,16.73466,15.83994,15.44052,15.12084,GALAXY,0.08826472,604,52079,336
203.529764678729,64.2107150175111,18.46782,17.41119,17.03101,16.77555,16.82989,GALAXY,0.08340305,603,52056,591
203.555517504876,64.1641684216899,19.1192,17.16803,16.2112,15.78965,15.43793,GALAXY,0.08423567,604,52079,335
203.687627656705,64.124488459164,19.17541,18.09185,17.54806,17.23552,17.0407,GALAXY,0.1067721,603,52056,74
203.824791848357,64.0112706868276,19.39023,18.10444,17.38688,16.91961,16.62008,GALAXY,0.13729,603,52056,71
203.918037320977,64.0062095991983,19.23128,17.40955,16.38235,15.96052,15.6481,GALAXY,0.1548138,603,52056,63
204.11635488473,64.0418183030774,19.18426,18.07976,17.29282,16.87588,16.6418,GALAXY,0.1733375,604,52079,341
204.563076616585,64.0768161060866,19.10166,18.77756,18.6132,18.57327,18.30015,QSO,2.123324,604,52079,388
204.292668712336,63.9651330507155,19.064,17.78684,17.17184,16.80052,16.53214,GALAXY,0.06786004,603,52056,78
204.473034248192,63.9194700002495,18.85588,17.80033,17.44579,17.28368,17.3012,GALAXY,0.008808822,603,52056,79
204.630537725431,64.0556893521931,17.98237,16.84493,16.25669,15.89769,15.69662,GALAXY,0.07986596,603,52056,33
204.547831353345,63.9043669628613,19.11913,19.11288,18.83534,18.85257,19.04592,QSO,1.327316,604,52079,383
204.713467467818,64.0821798241052,18.8157,17.61564,17.46866,17.44562,17.48476,STAR,-0.0002800116,604,52079,382
205.075050193154,63.9119021851229,19.48693,17.59661,16.68707,16.24362,15.89897,GALAXY,0.06851625,604,52079,390
205.312353074237,63.8156535415455,18.79327,16.86027,15.91735,15.4901,15.18262,GALAXY,0.08918557,604,52079,426
205.549385872951,63.9497042847429,19.29071,19.07409,19.01034,18.79372,18.77427,QSO,1.627119,604,52079,428
205.822247072042,63.9124975086204,17.78905,17.56773,17.27808,17.26072,17.28558,QSO,1.13943,604,52079,471
205.87048610071,63.8012758764767,18.21626,17.1094,17.00395,17.0594,17.12413,STAR,-0.00120024,604,52079,467
205.701069845515,63.874059274503,19.2056,17.99029,17.42578,17.09119,16.8536,GALAXY,0.06803877,604,52079,465
205.787267075837,63.8066396472248,19.59742,17.68407,16.74086,16.29694,15.94924,GALAXY,0.0895931,604,52079,468
206.043376934795,63.8354966424865,19.2382,18.05024,17.37714,16.99945,16.75827,GALAXY,0.1032081,604,52079,488
205.995325278856,63.6881398936964,19.34578,19.16162,19.00566,19.06319,19.00232,QSO,1.200366,604,52079,462
206.121589013951,63.8348285524647,19.48237,17.56095,16.59729,16.18912,15.82136,GALAXY,0.1036612,604,52079,484
206.269350806685,63.7574930331912,19.50422,17.6146,16.70434,16.27718,15.93189,GALAXY,0.07760768,604,52079,487
206.236068622266,63.6569896749108,19.30667,18.1608,17.76878,17.63144,17.60443,STAR,3.051921e-05,604,52079,495
206.381211366668,63.8398054847747,19.54423,18.38448,17.80418,17.40455,17.24948,GALAXY,0.1463609,604,52079,500
206.947193820931,63.6890910398154,18.89528,17.56822,16.97006,16.63532,16.45352,GALAXY,0.07645188,604,52079,513
206.89284974285,63.604870804728,18.60472,17.39994,16.9083,16.59162,16.43596,GALAXY,0.07557888,604,52079,517
207.151620303026,63.5370269042579,19.20925,17.44136,16.54111,16.12025,15.78997,GALAXY,0.1155367,604,52079,560
207.432669604256,63.6032727173767,19.50323,18.58915,18.20285,18.07648,18.03674,QSO,0.2432501,6821,56396,232
207.545936798367,63.5025288467373,17.71807,16.7614,16.43631,16.29402,16.25371,STAR,0.0003479076,604,52079,557
208.246429377543,63.4539414968417,19.49915,18.64778,18.36577,18.25054,18.1839,STAR,-0.0002870017,6821,56396,186
208.710604603821,63.4504201829652,17.36738,16.19655,16.07194,16.06264,16.11541,STAR,0.0001020916,604,52079,33
208.473567175219,63.4436169633153,18.72061,17.56743,17.11966,16.87092,16.75977,GALAXY,0.03605206,604,52079,37
209.453747003619,63.2135779032674,18.79409,17.92963,17.6618,17.53071,17.5027,STAR,-0.0007197236,6821,56396,62
209.631753442323,63.2487391389949,17.91964,18.34288,18.87004,19.20052,19.56712,STAR,-0.0003181916,6821,56396,28
130.327722980707,52.7424495509567,19.37948,17.96049,17.36893,17.15695,17.0628,STAR,-6.325752e-05,2316,53757,52
130.237473413839,52.8906713643765,18.56424,17.26592,16.73995,16.55989,16.4638,STAR,-4.855697e-05,2316,53757,49
130.318451841062,52.946797613305,17.44582,16.54516,16.28382,16.18902,16.16946,STAR,0.000335604,5157,55923,638
130.241728043925,52.8372631324897,18.18319,16.49674,15.6577,15.25283,14.93698,GALAXY,0.04662197,447,51877,339
130.242257211307,52.8717357852211,18.44226,16.79137,16.00092,15.60165,15.23422,GALAXY,0.04389983,447,51877,331
130.613406222437,52.8740805712339,16.60686,15.17628,14.62503,14.43935,14.34967,STAR,-6.496038e-05,2316,53757,8
130.623604015355,52.9049244507595,18.90294,19.24452,19.52282,19.20612,18.76129,STAR,9.940469e-05,2331,53742,6
130.478530675153,53.039185992617,19.00891,17.59738,17.03154,16.8324,16.72701,STAR,-4.344309e-05,2316,53757,9
130.658366319995,52.9105554713579,18.01541,16.10874,15.23895,14.8225,14.48888,GALAXY,0.05818496,447,51877,330
130.747913573514,52.9872720732661,19.11601,17.03947,15.99138,15.53339,15.17124,GALAXY,0.1237138,447,51877,373
130.758037088892,53.0222073370838,17.07093,15.52927,14.98869,14.82228,14.75394,STAR,-7.626236e-05,2316,53757,18
130.603697922572,53.1269668929371,19.42695,17.95333,17.403,17.22893,17.14506,STAR,-6.09223e-05,2316,53757,13
130.695915281123,53.1094300923768,16.95217,15.07026,14.29398,16.00294,13.86496,STAR,-3.400501e-05,2316,53757,3
130.718815468491,53.2158601474624,18.93301,17.02792,16.18758,15.85195,15.68527,STAR,-1.555634e-05,2316,53757,4
130.85818970033,53.1856362500507,17.85289,16.33088,15.77288,15.58518,15.53018,STAR,-5.071353e-05,2316,53757,20
130.939769362699,53.2140382029104,17.33859,15.71753,15.13809,14.95152,14.88895,STAR,-0.0001065469,2316,53757,5
130.874027307084,53.2793707824538,15.65341,14.59199,14.33605,14.26877,14.2756,STAR,0.0001980662,2316,53757,65
130.980897929713,53.2075963158315,19.11847,17.69079,17.14858,16.95194,16.85546,STAR,-0.0001823441,2316,53757,16
131.04869645557,53.2140347341087,19.1294,18.67653,18.29312,18.03546,17.72818,QSO,1.426621,5157,55923,758
131.003531814657,53.3466447459466,18.08939,16.5608,15.89032,15.59176,15.44012,STAR,-0.0002134799,2316,53757,22
131.028389579396,53.3734868832725,18.95447,17.00355,16.03537,15.58088,15.23488,GALAXY,0.08441889,446,51899,135
131.102930143654,53.4017133056654,18.32861,16.9165,16.23147,15.87316,15.62154,GALAXY,0.04621062,446,51899,138
131.098157381079,53.4444029277392,17.66978,15.8362,15.00845,14.61921,14.32767,GALAXY,0.7536778,446,51899,139
131.099374375192,53.4637784166038,18.95321,18.78857,18.70855,18.5804,18.40275,QSO,2.08581,5157,55923,749
131.11296169321,53.4877665439595,17.33581,15.37959,14.4963,14.09405,13.80047,GALAXY,0.06160719,446,51899,99
131.079363587572,53.4310662759364,17.8779,16.70824,16.29093,16.05957,15.90947,GALAXY,0.03076359,446,51899,136
131.20507792758,53.422945626989,18.02684,16.17583,15.32595,14.91215,14.59997,GALAXY,0.0313811,446,51899,91
131.463853505266,53.4711555611014,19.09033,17.2804,16.36089,15.94685,15.61164,GALAXY,0.1115631,446,51899,88
131.353210905041,53.4731828571426,19.43087,18.16359,17.59162,17.24902,17.07361,GALAXY,0.04498815,446,51899,85
131.396389472555,53.5505708787434,18.85088,17.48751,16.96317,16.67993,16.50678,GALAXY,0.04504103,446,51899,97
131.476029676283,53.6070593627681,18.9995,17.95212,17.71754,17.5306,17.54634,GALAXY,0.04491984,446,51899,81
131.580787007482,53.6401934566091,19.44205,18.51967,18.17336,18.04251,17.99339,STAR,-0.000425613,5157,55923,872
131.682966975709,53.6071017289202,19.49928,18.19684,17.46248,17.0238,16.72926,GALAXY,0.1106154,446,51899,59
131.561459184283,53.7319751414314,19.21347,19.07839,19.05069,18.8112,18.88661,QSO,1.801205,446,51899,58
131.601002839527,53.7806417535114,18.79907,17.66771,17.28257,17.13995,17.11191,STAR,0.0001679234,446,51899,146
131.756465333248,53.7484935420882,16.34937,15.15407,14.77359,14.65896,14.65274,STAR,1.506821e-06,2331,53742,31
131.876317977307,53.6989148779099,18.54874,17.57499,17.2232,17.09546,17.02979,STAR,-0.0001691388,2316,53757,30
131.77096742426,53.626284243585,18.5106,16.55734,15.67815,15.24811,14.94115,GALAXY,0.04683268,446,51899,2
131.680809939031,53.7787748576127,19.58059,17.68984,16.83916,16.43607,16.12572,GALAXY,0.04665145,446,51899,148
131.662571259044,53.8050593634633,19.2784,18.89081,19.03829,18.92052,19.08712,QSO,0.5527605,446,51899,143
131.858005451365,53.7701633020571,18.3787,17.05802,16.51381,16.20326,15.97747,GALAXY,0.04418221,446,51899,103
131.993012612867,53.7500345200079,18.36091,17.04424,16.52954,16.34682,16.25637,STAR,9.396069e-06,2316,53757,31
131.849601608353,53.8335187961594,18.60634,17.77662,17.42262,17.28533,17.22321,STAR,-3.520312e-05,2316,53757,37
131.855635312258,53.8706669532872,18.72102,17.30086,16.79951,16.6305,16.57083,STAR,2.440357e-05,2316,53757,38
131.850364730875,53.9163464111354,18.76465,17.68568,17.23636,17.06839,17.02742,STAR,-0.0006667451,2316,53757,40
131.955445687943,53.8574289338989,19.12061,17.55461,17.01631,16.83775,16.74965,STAR,-0.0003169847,2316,53757,39
131.958449570891,53.8778900514258,18.14795,15.90789,15.11971,14.70551,14.45167,GALAXY,0.04690905,446,51899,111
131.903106251664,53.7625752601726,18.83527,16.83089,15.86313,15.37042,14.96073,GALAXY,0.04398481,446,51899,102
131.793174332842,53.8306086236612,18.86622,16.95531,16.11272,15.71944,15.40784,GALAXY,0.04514219,446,51899,147
131.917301918637,53.8267248475512,19.46718,17.68769,16.88074,16.46032,16.16438,GALAXY,0.04688492,446,51899,107
209.595390423066,63.1222795338677,18.7226,17.6489,17.30564,17.05482,16.93273,GALAXY,0.04426152,605,52353,402
209.657388892385,63.0992998979488,19.27764,18.03207,17.40494,17.05366,16.80264,GALAXY,0.1070807,605,52353,404
209.926807224296,63.1951102158588,17.83204,16.00475,15.17193,14.76986,14.42455,GALAXY,0.04105987,605,52353,416
210.471350240667,62.9251784283885,17.93239,16.67068,16.17224,15.88666,15.65159,GALAXY,0.043994,605,52353,447
210.532306183887,63.0554163181356,18.64174,17.28946,16.77716,16.59247,16.40627,GALAXY,0.02958311,605,52353,449
210.553281473564,62.9635949033773,18.94946,17.04185,16.09721,15.66462,15.327,GALAXY,0.07940035,605,52353,448
211.093511492462,62.8729536588715,19.13995,19.00469,18.68857,18.62727,18.63429,QSO,1.279403,605,52353,467
210.891548899542,62.8994296856563,18.49808,17.24479,16.68782,16.361,16.15526,GALAXY,0.06902773,605,52353,480
211.497266546068,62.8557668945624,19.08024,17.27963,16.37744,15.95096,15.63786,GALAXY,0.0820097,605,52353,486
211.626472327044,62.8427149281571,18.24809,17.10668,17.13374,17.22736,17.30834,STAR,-0.00100829,605,52353,485
211.402084340243,62.7507243491512,17.9598,16.07079,15.07462,14.61572,14.26309,GALAXY,0.08225953,605,52353,490
211.616105051007,62.8810905167437,19.48416,19.43313,19.1408,18.95914,18.91666,QSO,1.468036,605,52353,484
211.76863989645,62.8087340163857,19.40917,18.24949,17.75517,17.41689,17.19026,GALAXY,0.07156251,605,52353,537
212.017438409058,62.7669943950522,19.20725,17.54164,16.59516,16.11657,15.75799,GALAXY,0.1457436,605,52353,533
212.030659963029,62.7527423622932,19.42392,18.27493,17.50587,17.10247,16.81973,GALAXY,0.2048903,606,52365,357
212.057823540304,62.6617010177416,17.6091,16.70395,16.43588,16.33426,16.31291,STAR,4.241369e-05,605,52353,567
212.074763727598,62.6230973831359,19.0531,17.13616,16.22145,15.81456,15.49875,GALAXY,0.07600281,605,52353,579
212.070262070793,62.6300711809379,17.98562,16.63265,15.99347,15.62555,15.4145,GALAXY,0.07093575,606,52365,360
212.165308197215,62.6263781890439,18.81711,16.94552,16.09329,15.70135,15.39914,GALAXY,0.08213432,605,52353,573
212.12174939932,62.5820186685557,19.39414,17.4902,16.5598,16.04621,15.75041,QSO,0.07656376,605,52353,571
212.311379059993,62.6889896384561,19.36385,17.83977,17.05389,16.66987,16.38407,GALAXY,0.07594979,605,52353,564
212.46001566648,62.6392901176571,19.20909,18.93646,18.66233,18.59261,18.48343,QSO,0.9816763,605,52353,614
212.493129317283,62.6850090405895,19.29048,18.00431,17.33384,17.00342,16.77089,GALAXY,0.1112836,606,52365,358
212.574525427918,62.6175384169334,17.95678,16.04007,15.14551,14.75402,14.44497,GALAXY,0.07068152,606,52365,353
213.383148086295,62.4693151281901,18.84897,18.02474,17.44522,17.1193,16.94566,GALAXY,0.1814903,606,52365,407
213.446963641608,62.310447915241,18.9788,17.39977,16.66088,16.2794,15.9767,GALAXY,0.08813477,606,52365,406
214.07743054905,62.2606594655436,18.17853,18.4256,18.90643,19.27492,19.54907,STAR,-0.0002168177,606,52365,445
213.898388719576,62.2421369273537,18.90173,17.71476,17.14629,16.73856,16.53052,GALAXY,0.08345734,606,52365,403
214.330464564082,62.308452549579,18.56142,17.21395,16.50599,16.13655,15.87692,GALAXY,0.068738,606,52365,460
214.659486090597,62.1218195601244,18.35724,17.60923,17.01469,16.6203,16.42238,QSO,0.1387746,606,52365,479
215.028683541875,62.1533698765831,18.78653,16.89442,16.01736,15.62491,15.30599,GALAXY,0.0689105,606,52365,491
215.021618179587,62.1236310519673,19.11348,18.01377,17.3588,16.99495,16.73196,GALAXY,0.1394287,606,52365,496
214.882909901431,61.979878364597,18.6328,17.62289,17.23244,16.9288,16.79384,GALAXY,0.1044921,606,52365,499
215.068337514381,61.993738089154,19.54558,18.15666,17.11208,17.10281,16.95211,GALAXY,0.06748968,606,52365,498
215.195288324022,61.9999316255817,18.6587,16.88646,16.17953,15.85052,15.59978,GALAXY,0.06861065,606,52365,536
215.309139458221,62.058983403582,19.56124,18.29605,17.4844,17.06925,16.79385,GALAXY,0.174524,606,52365,535
215.360706631756,61.974056017824,19.31811,17.91478,17.06252,16.583,16.22973,GALAXY,0.1182464,606,52365,571
215.359394217046,61.9305814480727,18.89681,17.49423,16.75872,16.33619,16.02056,GALAXY,0.08131639,606,52365,95
215.705251803545,61.9946350830689,18.74289,17.10262,16.3227,15.93067,15.61895,GALAXY,0.03749622,606,52365,567
215.684825754914,61.9328422777783,18.4158,17.24781,16.72471,16.34108,16.10754,GALAXY,0.06862557,606,52365,58
215.9163290969,61.7809448143631,18.60879,17.4973,17.04431,16.77161,16.60818,GALAXY,0.02933032,607,52368,352
216.120115741111,61.891787717047,19.11972,18.87471,18.93796,18.63704,18.74171,QSO,1.734626,606,52365,55
215.803452564512,61.8186004260928,19.14716,18.05629,17.71388,17.44618,17.28275,GALAXY,0.03605545,607,52368,345
215.978947975956,61.8689195811224,19.23745,18.35957,18.1114,18.04717,18.0689,STAR,-0.0005527225,606,52365,44
216.088832255428,61.8636077263489,19.51885,17.83937,17.11098,16.76151,16.517,GALAXY,0.06858604,606,52365,54
216.087374178904,61.7349328430793,18.70054,17.20966,16.43922,15.98021,15.69647,GALAXY,0.1111927,606,52365,48
216.526064558549,61.6355499282012,17.88096,17.02166,16.71389,16.58007,16.58014,STAR,-0.0004084839,607,52368,351
216.821882275962,61.6642820792414,16.95553,16.00429,15.70695,15.58865,15.57111,STAR,1.884741e-06,606,52365,19
217.03425633828,61.6104310835505,19.43191,18.0198,17.33521,16.96794,16.69698,GALAXY,0.1096569,606,52365,20
131.924276854523,53.8441060455876,19.39369,17.60615,16.79124,16.3877,16.0882,GALAXY,0.04635753,446,51899,106
131.883819042781,53.9052385464919,17.27303,15.25838,14.36457,13.91783,13.56491,GALAXY,0.04652024,446,51899,104
131.99508991151,53.9865683282746,17.42833,16.40219,16.05404,15.92793,15.89279,STAR,0.0006898181,2316,53757,639
132.047179264524,54.0162543847789,18.52876,17.48929,17.35968,17.35596,17.42716,STAR,-2.329337e-06,2316,53757,638
132.038333582003,53.9168487050765,18.26168,16.26478,15.40421,14.99966,14.67137,GALAXY,0.04281509,446,51899,113
132.103649222932,53.9187236589351,18.93258,16.98042,16.08703,15.66095,15.30747,GALAXY,0.04273668,446,51899,71
131.964522134689,54.0229669414308,17.53144,15.72311,14.86242,14.4032,14.06397,GALAXY,0.04879068,446,51899,117
132.221834667836,53.9896275345241,19.12892,17.21891,16.36363,15.94165,15.61618,GALAXY,0.04486097,446,51899,69
132.177669533115,54.1356245593908,19.38823,19.07833,18.79543,18.81559,18.6273,QSO,2.223857,5154,55864,262
132.340850738824,54.2251217931228,19.48704,17.3867,16.33114,15.88342,15.49509,GALAXY,0.1135148,449,51900,342
132.399336616654,54.2894038269907,19.54046,17.43747,16.44351,16.0109,15.67582,GALAXY,0.113825,446,51899,78
132.704955530807,54.2366726130637,19.12104,17.98913,17.52472,17.22596,17.14286,GALAXY,0.1083717,446,51899,40
132.797648235474,54.2818273760799,19.37361,16.9301,15.87971,15.5195,15.32286,STAR,-2.399252e-05,3167,54822,49
132.891447877031,54.4336502001324,17.81285,17.61092,17.65418,17.73442,17.85446,QSO,5.424832,5154,55864,195
132.941722827163,54.5299346985354,19.0747,16.6318,15.6558,15.26863,15.07376,STAR,-9.928837e-05,3167,54822,52
132.98009433011,54.5754589677102,18.58271,17.11638,16.47502,16.22611,16.09078,STAR,-0.0004040589,3167,54822,55
133.002538806885,54.5317744881346,19.25186,18.18173,17.76871,17.60815,17.56167,STAR,0.0001745203,3167,54822,54
133.051556517266,54.5175813474962,19.5801,19.5374,19.32392,19.24187,19.41381,QSO,1.162146,7276,57061,815
133.192290137147,54.6508244482295,19.55006,18.21937,17.70802,17.50222,17.38813,STAR,0.0003408905,3167,54822,47
133.378971862724,54.7532451965739,19.05436,17.99444,17.59532,17.44617,17.38628,STAR,0.0006809804,3167,54822,6
133.234261759885,54.701946257093,18.56377,17.40213,16.89171,16.54713,16.40137,GALAXY,0.0803123,449,51900,322
133.451401656611,54.6321639369155,18.71858,17.08201,16.32598,15.9415,15.66022,GALAXY,0.08185139,449,51900,364
133.575322328442,54.7385867474822,19.56145,17.12742,16.20496,15.90691,15.75081,STAR,-5.956137e-06,3167,54822,12
133.738467127186,54.8057030343275,18.66584,18.47982,18.16677,18.10909,17.88952,QSO,0.256109,3167,54822,21
133.660560928212,54.8883162335382,17.4836,16.55938,16.16505,15.98972,15.92971,STAR,-0.0004114123,7276,57061,963
133.668046315195,54.9351374032286,18.81116,17.39704,16.84811,16.63317,16.54826,STAR,-0.0003105708,3167,54822,69
133.57017906949,54.962656165496,18.95121,17.46971,16.70263,16.31916,16.07204,GALAXY,0.04435761,448,51900,129
133.797918980397,54.9282720703532,19.24128,17.33404,16.47745,16.06902,15.76569,GALAXY,0.04527226,448,51900,91
133.887966151117,54.8865081461853,19.40063,18.06211,17.3906,17.05391,16.89933,GALAXY,0.1174938,448,51900,94
133.810438343566,54.9688887202934,18.77845,17.7118,17.36742,17.25898,17.19781,STAR,-0.0002141897,3167,54822,33
133.680900103816,55.0461662834111,18.92476,16.45744,15.3743,14.99157,14.80737,STAR,-1.7447e-05,3167,54822,32
133.922510214363,54.9712192164634,19.34917,17.51808,16.57428,16.0627,15.67455,GALAXY,0.08148359,448,51900,96
134.005542141185,55.0350420550049,19.23293,17.95116,17.42294,17.21699,17.12213,STAR,1.376848e-05,3167,54822,26
133.847959473004,54.9506256741871,17.94886,15.93322,15.00645,14.55999,14.22496,GALAXY,0.04568218,448,51900,93
133.850526975885,54.9999654977013,19.28657,17.65935,16.87523,16.47899,16.16509,GALAXY,0.04452989,448,51900,87
134.13924768072,55.0919772406096,18.9231,17.8785,17.52917,17.41569,17.34614,STAR,-0.0003893237,448,51900,43
134.065749786185,55.121475636705,18.3363,17.1189,16.64556,16.34469,16.20614,GALAXY,0.08618969,448,51900,44
134.180691016186,55.1233271238507,19.54874,18.30243,17.46344,17.02451,16.73125,GALAXY,0.1707176,448,51900,57
134.367696802519,55.2350334676274,19.11182,17.54278,16.90302,16.66734,16.54432,STAR,0.0001633791,3167,54822,639
